uid,nbhd,nbhd_size,equiv_size,precision_nbhd,precision_equiv,recall_nbhd,recall_equiv,f1_nbhd,f1_equiv
5366,"[141, 322, 345, 361, 455, 497, 535, 688, 766, 782]",62,249932,0.506060606060606,0.7231989826947631,0.3598484848484848,0.24088365497496048,0.42061030250006626,0.3613939457446545
5367,"[3071, 1566, 3234, 3495, 1772, 3877, 941, 2982, 592, 4874]",60,249637,0.5787878787878789,0.7230662907060419,0.2667493112947658,0.24105351579915865,0.3651909575670694,0.3615684904604389
5368,"[16, 50, 85, 171, 219, 269, 294, 345, 356, 382]",83,249912,0.37575757575757573,0.7234367225078886,0.29545454545454547,0.24100114267330733,0.3308023804637801,0.36155585148759645
5369,"[535, 627, 653, 821, 835, 860, 902, 1452, 1615, 2343]",69,249900,0.6212121212121212,0.7229888870459547,0.44913419913419916,0.24072075186380723,0.5213408095106781,0.3611843680961163
5371,"[3838, 4061, 4295, 4628, 5036, 5174, 5899, 941, 3132, 5192]",71,249871,0.5333333333333333,0.7231492231989927,0.21549636803874092,0.24114702755497483,0.3069627074800603,0.36168404785723707
5376,"[61, 172, 745, 1452, 2111, 2133, 2357, 2673, 3034, 3264]",57,249889,0.5181818181818182,0.7231768673633097,0.33715415019762845,0.24092506112542644,0.4085111745925055,0.3614377812667873
5378,"[7, 50, 69, 79, 126, 196, 207, 215, 254, 282]",99,249874,0.5772727272727273,0.7230690551224735,0.2512684448168319,0.2410817608698598,0.3501344901211752,0.36160060884254397
5389,"[12, 21, 46, 55, 152, 164, 221, 243, 266, 304]",83,249896,0.7515151515151515,0.7227511472328292,0.38320845820845817,0.24084103435678833,0.5075896192951577,0.3612900503093611
5394,"[1305, 1713, 4192, 835, 1154, 5899, 3168, 3939, 384, 1417]",44,249759,0.5242424242424243,0.7231658096975829,0.3952358637925648,0.24081909017675432,0.45068907026606847,0.3613171375630673
5397,"[356, 1305, 1900, 4991, 835, 4672, 4413, 5146, 5725, 2381]",64,249862,0.606060606060606,0.7230165312102717,0.39285714285714285,0.24082343018841293,0.47670639219934996,0.3613033866666217
5446,"[20, 43, 86, 94, 124, 128, 144, 153, 206, 207]",82,249908,0.8106060606060607,0.7226433349919933,0.3099865110734676,0.24097462888630983,0.44847155145008727,0.3614268641609781
5455,"[106, 279, 367, 473, 771, 1037, 1154, 1713, 2111, 2413]",76,249908,0.5,0.7232100403604899,0.29393939393939394,0.241003907089739,0.3702290076335878,0.36153064542224495
5468,"[821, 835, 986, 1305, 1848, 1864, 2111, 2582, 4061, 4192]",57,249857,0.6666666666666666,0.7229059545530039,0.3073313782991202,0.24097947321547183,0.4207145724608591,0.36146515154984726
5488,"[835, 1539, 1713, 1864, 1970, 2133, 2269, 2357, 2422, 2707]",63,249894,0.5878787878787879,0.7230497042074517,0.41487240829346095,0.24078326300980957,0.4864510547440286,0.3612623203790117
5493,"[835, 1970, 2819, 128, 2128, 5784, 2514, 5391, 5609, 1907]",80,249787,0.6787878787878787,0.7228838392215504,0.3324223904437808,0.2409336942913399,0.44628559684699326,0.3614108850922368
5494,"[79, 108, 115, 124, 141, 197, 200, 219, 257, 296]",115,249880,0.3409090909090909,0.7235003040858174,0.17703212078938654,0.24121720614507985,0.23304521052536878,0.36180689195726623
5497,"[47, 158, 269, 345, 356, 657, 775, 821, 1154, 1174]",70,249907,0.40606060606060607,0.7233814341792547,0.2402597402597402,0.24110184641474752,0.3018936856847104,0.36166225574247873
5504,"[559, 986, 1039, 1477, 1573, 2061, 4184, 4230, 4493, 5051]",67,249805,0.4848484848484848,0.7232376845248067,0.3182595182595183,0.24095953466188674,0.38427619851768463,0.3614841703443961
5509,"[74, 153, 155, 168, 194, 209, 290, 315, 363, 489]",93,249907,0.5984848484848485,0.72303035329243,0.35804473304473305,0.24088694594690294,0.4480454174023852,0.36137659064520855
5520,"[172, 497, 642, 790, 821, 947, 1214, 1250, 1477, 1535]",75,249904,0.7787878787878788,0.7227013877370587,0.457195224130708,0.2407060444040358,0.5761536673954938,0.36113192928330634
5536,"[1226, 3570, 5391, 158, 4672, 5525, 4324, 4129, 1970, 4775]",65,249807,0.6045454545454546,0.7230192956267033,0.40564738292011016,0.24080009420554796,0.4855157795572303,0.36127746823944057
5539,"[356, 835, 2217, 3634, 941, 665, 906, 761, 421, 3076]",53,249835,0.4469696969696969,0.7233067949355992,0.30668044077134987,0.24098066086065434,0.36376789922435543,0.36151657558306216
5545,"[64, 144, 189, 197, 200, 221, 298, 383, 484, 775]",64,249903,0.45454545454545453,0.7232929728534406,0.24280303030303027,0.2410972061443086,0.31652757888499333,0.3616459785187895
5548,"[50, 115, 128, 158, 207, 211, 226, 276, 320, 341]",74,249898,0.5636363636363636,0.7230939348703589,0.3385714285714286,0.24092247527999405,0.42303152439902114,0.361424512725353
5557,"[399, 989, 992, 1452, 1864, 1907, 2155, 2364, 3179, 3264]",74,249900,0.4621212121212121,0.7232791507712821,0.21596638655462186,0.2411461699992153,0.29436505999211376,0.36169933180401254
5558,"[85, 200, 226, 250, 334, 433, 599, 874, 900, 947]",73,249888,0.3696969696969697,0.7234477801736153,0.3239669421487604,0.24094912138227462,0.34532457217127593,0.36149868735074425
5561,"[164, 191, 304, 489, 586, 879, 1098, 1234, 1249, 1397]",81,249882,0.6818181818181818,0.7228783103886871,0.2761183261183261,0.2410364218925308,0.3930583990085383,0.3615257565105326
5575,"[4, 66, 98, 108, 279, 320, 341, 356, 512, 562]",71,249873,0.4984848484848485,0.7232128047769215,0.35696969696969694,0.24088890736618065,0.4160220697946521,0.3614015827203196
5598,"[138, 164, 196, 221, 315, 447, 821, 826, 874, 947]",81,249905,0.7515151515151515,0.7227511472328292,0.28585858585858587,0.24101865064404138,0.4141748546811838,0.36148986332884525
5605,"[1305, 3623, 5467, 1864, 3972, 900, 5439, 5171, 4558, 4010]",60,249800,0.6909090909090909,0.7228617238900968,0.31955034213098726,0.24095717953457105,0.4369898071358843,0.36143454245016143
5614,"[361, 986, 1226, 3893, 5145, 5398, 2182, 821, 5967, 3634]",75,249752,0.5636363636363636,0.723093934870359,0.2824535679374389,0.2410248631497857,0.376321939281907,0.3615397128537821
5619,"[84, 108, 144, 197, 246, 250, 254, 276, 317, 394]",79,249915,0.4696969696969697,0.7232653286891239,0.2715617715617716,0.24104473539396093,0.344149037545264,0.36158349117566607
5621,"[572, 2037, 2357, 4912, 2053, 3897, 2775, 4970, 3570, 2080]",66,249836,0.7166666666666667,0.722814728810758,0.4075757575757576,0.24079657585736217,0.5196316262353998,0.3612479655100016
5634,"[12, 279, 318, 361, 592, 665, 771, 841, 951, 1023]",64,249885,0.5696969696969697,0.7230828772046322,0.2755980861244019,0.2410373710781227,0.3714854202401372,0.3615524020026477
5650,"[723, 1070, 1305, 1454, 1612, 1886, 2413, 2687, 4192, 4385]",67,249891,0.6515151515151515,0.7229335987173209,0.43257575757575756,0.2407509629862393,0.519937318679457,0.36121147309578094
5655,"[89, 250, 580, 592, 653, 841, 902, 1123, 1247, 1332]",64,249921,0.5348484848484849,0.723146458782561,0.25289256198347104,0.24107879764397938,0.3434103228472874,0.3616069536487672
5657,"[12, 317, 455, 619, 688, 703, 860, 986, 1236, 1256]",62,249908,0.8636363636363636,0.7225465804168841,0.4292937682472566,0.24075695102449,0.5735092713798475,0.3611698825894472
5676,"[7, 46, 50, 160, 254, 276, 298, 381, 507, 607]",76,249908,0.6499999999999999,0.7229363631337525,0.36168831168831167,0.2408802981835791,0.4647625160462131,0.3613573695258531
5678,"[50, 79, 94, 191, 405, 807, 833, 860, 886, 1154]",98,249882,0.6681818181818181,0.7229031901365721,0.26239177489177484,0.24106146618901317,0.3768114946052957,0.3615570379754218
5684,"[61, 941, 942, 1174, 1477, 1480, 1713, 1864, 2440, 2577]",71,249821,0.4727272727272727,0.7232597998562605,0.2922348484848485,0.24100701705822467,0.36118751266064963,0.36154036178338067
5705,"[46, 79, 171, 172, 196, 209, 221, 226, 315, 367]",69,249906,0.6606060606060605,0.7229170122187305,0.388997113997114,0.2408304728683698,0.4896590583615846,0.36129888501133955
5715,"[85, 106, 128, 145, 158, 207, 250, 257, 269, 345]",80,249917,0.5727272727272728,0.7230773483717687,0.3297729008958955,0.24093852832435145,0.418548250004722,0.361440504026648
5723,"[304, 835, 2296, 2422, 2834, 3787, 3838, 4061, 4189, 4264]",74,249900,0.6863636363636364,0.7228700171393918,0.327931488801054,0.24094188800805416,0.4438160916825592,0.3614183758963523
5733,"[782, 821, 841, 1226, 1813, 1900, 1927, 3264, 3870, 3959]",66,249901,0.47272727272727266,0.7232597998562603,0.3253413253413253,0.24094661379973717,0.3854248063544567,0.3614723926427133
5747,"[745, 986, 2204, 3132, 4365, 5174, 5529, 3376, 2613, 2982]",66,249804,0.5909090909090909,0.7230441753745884,0.20715901014408475,0.2411622391882211,0.30677116951880745,0.3616880156193523
5753,"[21, 141, 197, 282, 361, 395, 417, 512, 607, 653]",66,249933,0.3333333333333333,0.7235141261679761,0.2358288770053476,0.24110993059053096,0.2762292514876292,0.36168793328218213
5761,"[46, 112, 124, 140, 158, 217, 221, 250, 315, 564]",76,249884,0.5348484848484848,0.723146458782561,0.3028619528619529,0.2409876277485302,0.386733289486505,0.3615043841957139
5769,"[200, 345, 932, 941, 995, 1154, 1250, 1535, 1539, 1653]",71,249906,0.5848484848484848,0.7230552330403152,0.28885281385281386,0.24101318763061685,0.38671140989981573,0.36152174018264516
5775,"[79, 250, 320, 361, 512, 807, 821, 835, 886, 986]",72,249895,0.5393939393939393,0.723138165533266,0.31528925619834713,0.24096495394911063,0.3979605889678412,0.3614778362093102
5779,"[46, 1305, 2867, 3264, 3381, 4008, 4548, 4970, 5028, 5101]",72,249837,0.4984848484848485,0.7232128047769217,0.43133608815427,0.24075322478150155,0.46248583157701006,0.3612488606742252
5794,"[76, 160, 211, 221, 253, 269, 345, 421, 574, 592]",94,249848,0.5196969696969697,0.723174102946878,0.2659040959040959,0.24105505790718607,0.35180592013490164,0.361583703003608
5795,"[745, 4970, 1250, 3495, 986, 1615, 1234, 4464, 592, 951]",57,249626,0.5636363636363636,0.7230939348703589,0.35968508615567435,0.24088395309830113,0.4391354583188297,0.36138116375266977
5801,"[66, 367, 821, 986, 1174, 1240, 1417, 1435, 1813, 1979]",66,249901,0.5333333333333332,0.7231492231989927,0.36252081252081253,0.24087877927345183,0.43164266022364706,0.3613822454741346
5811,"[1417, 1615, 2133, 2210, 2710, 3548, 3570, 3893, 4008, 4230]",74,249865,0.4348484848484848,0.7233289102670527,0.43412384716732544,0.24074813847379817,0.4344858638695345,0.36125761707223
5813,"[27, 46, 189, 280, 304, 313, 325, 417, 458, 503]",104,249897,0.6727272727272727,0.7228948968872771,0.3450708382526564,0.24091061701054747,0.45615837052776986,0.36138630279999084
5814,"[20, 50, 79, 87, 116, 119, 126, 140, 152, 177]",119,249894,0.6196969696969697,0.7229916514623863,0.3627705627705628,0.24087832360041359,0.45763918097031125,0.3613620539845271
5821,"[128, 152, 194, 200, 219, 250, 313, 364, 427, 448]",70,249929,0.43636363636363645,0.723326145850621,0.1862012987012987,0.24120047684386392,0.26102169017423255,0.3617662948595802
5826,"[172, 304, 315, 826, 1171, 1305, 1844, 1864, 2045, 2295]",69,249895,0.7696969696969697,0.7227179742356489,0.3447705899116557,0.24091116481810282,0.47622539751418036,0.3613648071685757
5844,"[12, 172, 247, 318, 421, 665, 668, 670, 827, 857]",87,249909,0.6727272727272727,0.7228948968872771,0.2833333333333333,0.24102325800476088,0.39873217115689386,0.36151302340041935
5857,"[21, 41, 43, 145, 180, 191, 196, 315, 356, 574]",82,249886,0.6893939393939393,0.7228644883065284,0.3567714964773788,0.24088926898592117,0.47020499623974304,0.36135848363017486
5871,"[50, 79, 152, 171, 417, 447, 484, 497, 511, 580]",63,249928,0.6818181818181818,0.722878310388687,0.4393939393939393,0.2407385231122966,0.5343980343980342,0.36119057032373275
5872,"[317, 489, 2045, 2053, 2647, 2660, 3254, 3282, 3286, 4073]",72,249881,0.7636363636363637,0.7227290319013757,0.3512516469038208,0.2408993400334098,0.481175737521755,0.36135288640050395
5878,"[3739, 4873, 5012, 5159, 4110, 2702, 4008, 3570, 3627, 2440]",69,249811,0.4954545454545455,0.723218333609785,0.3623193964966117,0.2408791467599779,0.41855501343923013,0.3613912880558168
5880,"[5407, 5577, 5146, 4672, 5725, 3875, 1305, 2450, 511, 2640]",63,249777,0.7090909090909091,0.7228285508929164,0.357008307008307,0.24088883692159208,0.47491141752414034,0.36135350699271285
5889,"[79, 108, 167, 217, 277, 311, 313, 328, 381, 383]",88,249901,0.5818181818181818,0.7230607618731786,0.3494417862838915,0.24090264215097817,0.4366376558875274,0.36139805151064197
5890,"[2467, 3133, 3381, 3980, 4061, 4549, 4696, 5577, 4211, 1270]",73,249861,0.4606060606060607,0.7232819151877139,0.2907135874877811,0.24100979262149677,0.3564513203857467,0.36154624783055694
5902,"[7, 79, 108, 141, 145, 154, 317, 318, 489, 555]",84,249911,0.6212121212121212,0.7229888870459547,0.3235739750445633,0.24094983835658978,0.42551023179295433,0.36144217651300453
5912,"[21, 164, 356, 511, 782, 835, 941, 1174, 1197, 1229]",69,249923,0.5515151515151515,0.7231160502018126,0.33470418470418467,0.24092953112383875,0.4165885838767056,0.36143521488616004
5925,"[89, 448, 665, 683, 1123, 1240, 1318, 1432, 1713, 1864]",45,249923,0.34545454545454546,0.7234920108365224,0.27433155080213906,0.24103968189061978,0.3058122205663189,0.36160612545423887
5938,"[79, 228, 345, 503, 512, 799, 807, 835, 836, 951]",90,249890,0.47878787878787876,0.7232487421905336,0.22549302549302547,0.24112878850505007,0.30659166449359043,0.36167597738702334
5949,"[276, 315, 320, 361, 665, 688, 703, 807, 835, 1046]",53,249909,0.5696969696969697,0.7230828772046322,0.321900826446281,0.2409528910410451,0.41136468969004114,0.3614573555539118
5950,"[21, 572, 2834, 4775, 2373, 986, 5725, 1240, 3291, 61]",58,249848,0.8151515151515152,0.722635041742698,0.551844532279315,0.24053335533625764,0.6581392937616733,0.36092926595405944
5955,"[572, 782, 1713, 1838, 1979, 2061, 2210, 2440, 2930, 4255]",63,249866,0.47272727272727266,0.7232597998562602,0.3320845820845821,0.240934310627706,0.3901171133725905,0.36145854737825317
5964,"[1417, 2053, 3623, 4196, 4730, 4743, 835, 1037, 5159, 4142]",71,249822,0.6,0.7230275888759982,0.39019607843137255,0.240828285339961,0.47287128712871285,0.3613102314163596
5995,"[89, 1250, 2123, 2613, 4372, 4549, 5101, 5221, 5439, 5145]",71,249900,0.5893939393939394,0.7230469397910202,0.32874196510560144,0.24094040928200502,0.4220693710117123,0.36143882130999333
6002,"[986, 1045, 1270, 1309, 1562, 2133, 3133, 3179, 3548, 3632]",79,249841,0.5924242424242424,0.7230414109581568,0.4615370573201899,0.2406981226649275,0.518853475170158,0.3611654480383558
6006,"[32, 67, 108, 124, 164, 180, 189, 197, 211, 247]",109,249882,0.4833333333333334,0.7232404489412386,0.17979797979797982,0.24121215979425975,0.2620969789286621,0.36176871555858986
6010,"[128, 600, 607, 771, 902, 1037, 1154, 1240, 1336, 1471]",74,249857,0.7363636363636363,0.722778791397146,0.35739538239538243,0.24088813069680226,0.4812265935851807,0.3613464942609674
6016,"[986, 1615, 906, 5883, 1713, 5159, 782, 1277, 2314, 4045]",61,249756,0.5393939393939393,0.7231381655332659,0.5299062049062049,0.24057338214022253,0.5346079805510998,0.36103706478767916
6035,"[12, 304, 384, 503, 599, 766, 826, 835, 941, 1041]",87,249871,0.6212121212121212,0.7229888870459548,0.3542663476874003,0.24089383966707723,0.4512135456341465,0.3613791682543118
6036,"[1477, 1864, 5529, 986, 1715, 1573, 1893, 2710, 61, 3802]",66,249711,0.7090909090909091,0.7228285508929166,0.4369966511475946,0.2407428970002897,0.5407446400822045,0.36118928130748945
