uid,nbhd,nbhd_size,equiv_size,precision_nbhd,precision_equiv,recall_nbhd,recall_equiv,f1_nbhd,f1_equiv
2,"[950, 399, 1536, 1387, 1643, 1131, 1252, 0, 25, 894]",82,250338,0.4681818181818182,0.6777808522412794,0.34696969696969693,0.16192356909881148,0.39856370395403845,0.26139839656100256
6,"[1721, 1600, 1723, 399, 763, 489, 167, 1652, 676, 139]",63,250453,0.5590909090909091,0.677227448810178,0.5024982688964278,0.16097679860008757,0.529286130264721,0.26012253450251843
7,"[1536, 34, 68, 1417, 1598, 221, 480, 564, 1202, 172]",60,250674,0.6181818181818182,0.6768677365799622,0.4536703937773456,0.1612740352499548,0.523301227074812,0.26048383430507716
13,"[540, 1600, 149, 536, 219, 110, 824, 1406, 328, 645]",78,250571,0.5651515151515152,0.6771905552481046,0.4751753993133303,0.16114312486761068,0.5162725161692037,0.2603369154593656
14,"[34, 1106, 676, 219, 568, 167, 1723, 536, 399, 474]",60,250295,0.6,0.6769784172661825,0.6195602642971064,0.16026419099111838,0.6096232707163741,0.25917314119366885
17,"[931, 1426, 1780, 674, 1600, 338, 1226, 542, 1359, 143]",88,250612,0.5409090909090909,0.6773381294963985,0.42050865800865794,0.16147590525186706,0.4731698705976861,0.26078196856794655
19,"[1131, 1600, 1071, 968, 542, 196, 1536, 926, 1173, 1064]",92,250629,0.696969696969697,0.6763881202730078,0.4299591661293789,0.16141837587205088,0.5318321671209,0.26063648906039166
20,"[1536, 149, 1600, 1270, 1106, 167, 34, 47, 1640, 139]",45,250561,0.4878787878787879,0.6776609481645407,0.48798151001540835,0.1610651684659931,0.48793014354066994,0.26026988456596933
31,"[70, 763, 1600, 1102, 561, 256, 1039, 894, 1071, 998]",95,250671,0.6060606060606061,0.676941523704109,0.4852813852813853,0.16108160530720744,0.5389876552113759,0.2602382286656253
33,"[68, 1102, 634, 816, 256, 692, 1605, 1169, 915, 167]",66,250682,0.6787878787878788,0.676498800959228,0.5155756524177577,0.16089719084207182,0.586030122848873,0.25996483801703507
35,"[1600, 1106, 460, 676, 1280, 161, 581, 613, 616, 709]",78,250630,0.6121212121212122,0.6769046301420356,0.47932900432900427,0.16111784005567245,0.5376469704481602,0.26028278670484484
41,"[152, 1600, 674, 34, 1536, 736, 1598, 124, 1790, 824]",158,250013,0.47272727272727283,0.6777531820697242,0.19289018778293548,0.16286151851832137,0.2739845566448453,0.2626171356158397
43,"[426, 1813, 1637, 1612, 70, 17, 826, 1751, 536, 1723]",194,250547,0.5272727272727273,0.6774211400110636,0.3934078498249621,0.1616408797344462,0.4506084630602509,0.2610032308584559
46,"[426, 1070, 1600, 968, 256, 1388, 478, 1406, 1549, 1770]",94,250648,0.4121212121212121,0.6781221176904584,0.4485739750445633,0.1613050593816983,0.429575657161864,0.26061707662033384
49,"[571, 674, 219, 1192, 1536, 739, 1134, 152, 460, 187]",52,250589,0.5045454545454546,0.6775594908688388,0.4594202898550725,0.161239033115558,0.4809266725893529,0.2604893405558581
51,"[219, 152, 536, 480, 709, 110, 1731, 1115, 1296, 1700]",87,250650,0.7227272727272727,0.6762313226341957,0.5729076479076478,0.16054818588889594,0.6391553288699326,0.25948941384042695
56,"[399, 1536, 152, 256, 1623, 1643, 1270, 340, 196, 492]",83,250393,0.6545454545454545,0.6766463752075218,0.4596430879259162,0.16123767684617263,0.540047366216523,0.26042001710721885
57,"[815, 26, 1242, 1723, 894, 1652, 1159, 1612, 1788, 568]",145,250623,0.6333333333333333,0.6767755026747787,0.49925730834821747,0.1609965277456495,0.5583593641878404,0.26011492873371783
63,"[1052, 1117, 1417, 1600, 1731, 170, 676, 1398, 785, 883]",138,250276,0.4733333333333333,0.6776364306784615,0.302579365079365,0.16227143936804497,0.3691675616699909,0.2618407158592995
66,"[68, 34, 1387, 931, 1134, 1357, 616, 1464, 167, 256]",67,250615,0.5515151515151515,0.6772735657627696,0.44850579527998885,0.16130547442177046,0.494705120791713,0.2605548877411634
72,"[399, 1387, 950, 841, 453, 743, 989, 536, 1134, 637]",190,250052,0.6727272727272727,0.6765356945213015,0.31285071308641715,0.1621312662890251,0.42708585218987044,0.2615760342734443
