uid,nbhd,nbhd_size,equiv_size,mse_nbhd,mse_equiv,mae_nbhd,mae_equiv,rmse_nbhd,rmse_equiv,mask
5,"[2, 3, 13, 25, 36, 87, 106, 120, 143, 147]",57,15010,1.5241752368771673,0.7569243324021181,0.9628892466950724,0.6683024218738127,1.2345749215325765,0.8700139840267616,true
15,"[55, 85, 147, 150, 158, 194, 238, 245, 253, 278]",71,15010,1.2041761500128971,0.7588497703129413,0.8852246476943144,0.668991233129458,1.0973496024571645,0.8711198369414747,true
27,"[3, 9, 26, 87, 88, 99, 114, 118, 146, 147]",75,15010,0.9905331698041254,0.7591846723921565,0.7356305660270848,0.6693421456436466,0.9952553289503782,0.8713120407707886,true
34,"[3, 36, 37, 60, 85, 87, 90, 120, 127, 138]",56,15017,1.423730535770767,0.7581515025473239,0.9027152364215673,0.6688266667382353,1.193201800103724,0.8707189572688331,true
37,"[2, 22, 23, 25, 30, 34, 36, 44, 49, 59]",87,14979,1.1833030664620423,0.7574772521101503,0.8610133258094053,0.6683736053624928,1.0877973462286266,0.8703316908570837,true
63,"[138, 147, 194, 360, 397, 406, 442, 481, 545, 547]",75,15029,1.0270103138916036,0.758513004898392,0.8232679687409622,0.6687864269850475,1.0134151735057078,0.8709265209524808,true
75,"[3, 35, 37, 44, 55, 85, 90, 118, 120, 130]",69,14999,1.3158336098264722,0.7573813173022085,0.8844178279059726,0.6684923617689628,1.1470979076898677,0.8702765751772298,true
90,"[12, 20, 25, 29, 30, 34, 36, 37, 38, 41]",137,14933,1.1782108231831847,0.755869980320771,0.8058426843563126,0.6681063872279983,1.0854542013291877,0.8694078331374586,true
110,"[3, 9, 26, 31, 37, 55, 71, 85, 87, 90]",64,15002,1.353956192672082,0.7574431516532142,0.8705045225664683,0.668605588712883,1.1635962326649576,0.8703121001417906,true
113,"[9, 11, 25, 30, 49, 53, 54, 55, 77, 81]",67,15013,1.0718506225401423,0.7595430142699298,0.7525290191622905,0.6694611399646425,1.0353021889961125,0.8715176500048234,true
134,"[13, 22, 25, 30, 36, 44, 48, 49, 52, 55]",88,14981,1.0658002955517833,0.7578738781503582,0.7933702718303725,0.6686062133356564,1.0323760436739045,0.8705595201652545,true
138,"[3, 11, 12, 13, 22, 32, 33, 34, 35, 37]",116,14949,1.2402497135265131,0.7564228901136159,0.8631159794297361,0.6680649254672311,1.1136649916049768,0.8697257556917674,true
146,"[3, 4, 7, 8, 11, 12, 23, 26, 27, 31]",125,14942,1.369750861064974,0.7546341331116639,0.9220920378791778,0.6672479777009953,1.170363559354517,0.8686968016009176,true
147,"[5, 7, 8, 11, 13, 14, 15, 17, 20, 26]",134,14930,1.0376902382291318,0.7573560271439647,0.8172491519089489,0.6681040148502533,1.0186708193666547,0.8702620451013388,true
149,"[14, 22, 25, 35, 74, 87, 97, 114, 118, 133]",95,14977,1.046319166677653,0.7592144242901684,0.7838436191930884,0.669243274444638,1.0228974370276098,0.871329113647747,true
158,"[3, 4, 12, 14, 15, 17, 18, 21, 33, 36]",255,14812,0.9973020235313798,0.7556975931136123,0.7429956538402345,0.6681399774350956,0.9986501006515645,0.8693086868964397,true
164,"[2, 3, 9, 10, 25, 26, 35, 37, 46, 65]",64,15002,1.2873924625853155,0.7578192038649046,0.8570250186868114,0.6687753201829897,1.1346331841548243,0.8705281177910938,true
176,"[2, 13, 20, 22, 25, 36, 49, 60, 65, 73]",120,14949,1.1464397004322793,0.7568315322920749,0.8403791610883429,0.6680876457876969,1.0707192444484592,0.8699606498526671,true
180,"[3, 6, 12, 36, 46, 47, 48, 49, 56, 58]",119,14951,0.8619593259133113,0.7588798973132348,0.6943407862156474,0.6691212638401394,0.9284176462741923,0.8711371288799685,true
188,"[3, 5, 8, 11, 12, 22, 24, 26, 31, 32]",100,14970,1.0598206542557655,0.757714035530624,0.7756516740857582,0.6686857068550864,1.0294759124213473,0.870467710791517,true
192,"[13, 20, 22, 30, 31, 32, 36, 70, 71, 73]",136,14930,1.1064611698595528,0.7569531383579653,0.8271782857540332,0.6681043133694695,1.0518845801035173,0.8700305387502012,true
199,"[3, 53, 175, 320, 388, 499, 106, 506, 306, 25]",114,15011,1.0340115170237592,0.758107383147471,0.7988563905331965,0.6687561166010281,1.0168635685399292,0.8706936218598773,true
222,"[3, 53, 87, 90, 92, 138, 147, 161, 206, 214]",74,15025,0.8951532973390768,0.758854031242166,0.6841046971545832,0.6692589568163833,0.9461254131134397,0.8711222825999608,true
223,"[55, 85, 92, 127, 188, 257, 311, 324, 345, 406]",57,15011,1.074746903027044,0.7587885251145942,0.8086989567495838,0.6689269762710017,1.0367000062829381,0.8710846830903377,true
236,"[3, 10, 27, 34, 36, 49, 53, 61, 67, 70]",95,14972,1.3994542653244124,0.7564567199315846,0.8925680426174522,0.6683139196611864,1.1829853191499937,0.8697452040290792,true
