nbhd,nbhd_size,equiv_size,mse_nbhd,mse_equiv,mae_nbhd,mae_equiv,rmse_nbhd,rmse_equiv,mask-1,mask-2,mask-3
"[26, 121, 146, 289, 324, 429, 518, 574, 576, 341]",61,15167,0.7679267766718222,0.760214614562549,0.6766432002759051,0.6690081324113123,0.8763143138576605,0.8719028699130134,true,true,true
"[36, 118, 146, 163, 184, 278, 281, 283, 350, 388]",56,15172,0.9969952843543037,0.7593716620434564,0.7688073066895924,0.6686704699660286,0.998496511938977,0.8714193376575117,true,true,true
"[22, 126, 179, 180, 192, 208, 227, 278, 309, 321]",89,15139,1.036432224221671,0.7586218458611159,0.7946111460134698,0.6683004945837906,1.018053153927471,0.8709890044432914,true,true,true
"[3, 383, 442, 574, 333, 431, 295, 90, 299, 65]",54,15174,1.4809204346370661,0.7576808283232346,0.8535803993976491,0.6683819848379947,1.2169307435663979,0.8704486362349214,true,true,true
"[147, 158, 188, 431, 442, 545, 568, 575, 278, 481]",39,15189,0.6371781254028124,0.7605615014521333,0.6805071268204207,0.6690092699686095,0.7982343799930021,0.8721017724165759,0,true,0
"[9, 55, 120, 157, 188, 293, 358, 392, 473, 516]",52,15176,1.1367549613138743,0.7589554121282841,0.8325152473902911,0.6684785705478986,1.066187113650261,0.8711804704699734,true,true,true
"[9, 10, 36, 47, 90, 128, 138, 154, 159, 162]",90,15138,1.196799171709063,0.7576500638785405,0.7971472758434164,0.6682770725771765,1.093983167927671,0.8704309644529774,true,true,true
"[36, 92, 127, 194, 207, 269, 310, 518, 575, 505]",42,15186,1.2085700531177008,0.7590055742273291,0.8667781003617976,0.6684918279523251,1.099349831999669,0.8712092597231328,true,true,true
"[10, 14, 44, 61, 124, 146, 155, 162, 213, 237]",68,15160,0.9921337463283524,0.759205375837522,0.752346059289634,0.6686650427089386,0.9960591078487021,0.8713239213045411,true,true,true
"[35, 85, 92, 127, 183, 245, 333, 556, 506, 383]",42,15186,0.8777756720560985,0.7599204539853027,0.7227251499756298,0.6688902359541834,0.9368968310631105,0.8717341647459406,true,true,true
"[15, 20, 32, 100, 102, 107, 109, 117, 167, 178]",178,15050,0.6682877983288809,0.7613331139099415,0.6124338046414479,0.6697081968287726,0.8174887144963414,0.8725440469741006,0,0,0
"[35, 147, 175, 207, 429, 481, 150, 194, 335, 499]",36,15192,1.0166758728907954,0.7596378528846164,0.7791503505656152,0.6687777887624304,1.0083034626990008,0.8715720583432081,true,true,true
