nbhd,nbhd_size,equiv_size,mse_nbhd,mse_equiv,mae_nbhd,mae_equiv,rmse_nbhd,rmse_equiv,mask-1,mask-2,mask-3
"[4, 5, 6, 8, 14, 22, 23, 25, 27, 31]",157,15019,1.0443254143293204,0.7586312798191426,0.8087838366826134,0.6722746144601917,1.0219224111102174,0.8709944200849639,true,true,true
"[3, 22, 25, 36, 44, 55, 65, 71, 73, 74]",139,15037,0.948085471981961,0.7598628982541673,0.7650583902349731,0.6728422145836356,0.9736968070102525,0.8717011519174259,true,true,true
"[6, 9, 11, 31, 36, 46, 55, 60, 61, 92]",116,15060,0.6734932977076254,0.7622654089720664,0.6860590703098001,0.6735915434781442,0.8206663741787069,0.8730781230634899,0,true,0
"[2, 10, 22, 35, 60, 65, 73, 77, 90, 101]",121,15055,1.059946007991638,0.7591888950306487,0.7994814363583993,0.6726758049244385,1.0295367929275951,0.8713144639168161,true,true,true
"[9, 55, 85, 87, 92, 101, 118, 120, 155, 163]",45,15131,0.6381889159158097,0.7619538550285634,0.645381240150529,0.6737710224790175,0.7988672705248412,0.8728996821104722,0,0,0
"[6, 9, 13, 20, 23, 25, 36, 37, 38, 40]",165,15011,0.6675963294546184,0.7626200044829387,0.6553298812181882,0.6738886194481238,0.8170656824604852,0.8732811714922856,0,0,0
"[2, 4, 7, 8, 10, 13, 15, 17, 23, 24]",158,15018,1.1555354100710964,0.7574422484260336,0.8326940527854537,0.6720139723396382,1.0749583294579825,0.8703115812317067,true,true,true
"[3, 9, 23, 25, 26, 44, 48, 69, 71, 78]",73,15103,0.7859475692141803,0.7614691193207157,0.6733230283521212,0.6736885993423217,0.886536840302861,0.8726219796227435,true,0,true
"[3, 35, 44, 47, 65, 71, 90, 94, 106, 120]",92,15084,0.8867316337534821,0.7608235860082263,0.714843361520388,0.6734358199202408,0.9416642893056326,0.8722520197788173,true,true,true
"[3, 5, 9, 26, 36, 40, 44, 46, 81, 89]",151,15025,1.4910353111574945,0.7542559700278618,1.0025703187755286,0.6703815892713267,1.2210795679059963,0.8684791131788155,true,true,true
"[3, 9, 12, 36, 44, 48, 60, 90, 102, 106]",79,15097,0.840682053424199,0.7611729747256338,0.7153334772883598,0.6734689111897072,0.9168871541385009,0.8724522764745553,true,true,true
"[128, 138, 145, 150, 214, 270, 289, 297, 299, 320]",49,15127,0.7250302583303417,0.7617052818797658,0.6224478142233969,0.6738528164236028,0.8514870864143165,0.8727572869244724,0,0,0
"[10, 11, 15, 20, 22, 23, 25, 30, 34, 39]",157,15019,1.0653971791679213,0.7584110076918597,0.8071969022455548,0.6722912033613582,1.0321807880250056,0.8708679622605597,true,true,true
"[12, 36, 60, 88, 118, 120, 127, 157, 161, 184]",74,15102,0.8943841943715832,0.7609361575466764,0.7585497749719462,0.6732710113619961,0.9457188770303695,0.8723165466427175,true,true,true
"[9, 26, 31, 36, 40, 44, 48, 49, 58, 71]",93,15083,0.6969647500526223,0.7619853185638474,0.6838350514702791,0.6736242681926707,0.8348441471631829,0.8729177043478081,0,true,0
"[3, 12, 27, 44, 102, 138, 146, 147, 150, 155]",69,15107,1.09878072365288,0.7600467605561233,0.8226430284215911,0.673006495530264,1.0482274198154138,0.8718066073138717,true,true,true
"[5, 6, 7, 8, 10, 11, 12, 13, 14, 25]",145,15031,0.905074776795807,0.7602026770685926,0.7435519353277239,0.6730128711538998,0.9513541805215379,0.8718960242302936,true,true,true
"[4, 20, 22, 25, 30, 36, 44, 49, 59, 60]",150,15026,1.116286535252267,0.7580460070122165,0.8350797213934226,0.6720757046937159,1.056544620568515,0.8706583756056198,true,true,true
"[3, 9, 13, 20, 25, 36, 48, 65, 73, 85]",123,15053,0.9800696013897467,0.7598016156701299,0.7544786670480004,0.6730266804550511,0.9899846470474917,0.8716660000654666,true,true,true
"[8, 15, 16, 17, 20, 34, 36, 37, 38, 40]",158,15018,0.7836764524734324,0.761354468115768,0.7071472781673258,0.6733348133563957,0.8852550211512118,0.8725562836377766,true,true,true
"[9, 26, 35, 36, 37, 46, 55, 87, 90, 99]",64,15112,0.7127633039213723,0.7617936361965615,0.6937668992411198,0.6736018009122127,0.8442531041822543,0.8728079033765457,0,true,0
"[2, 23, 26, 36, 39, 44, 48, 71, 77, 88]",87,15089,0.7171189714856213,0.7618432587404173,0.6991949674829133,0.6735397663705863,0.846828773416221,0.8728363298697055,0,true,0
"[60, 146, 150, 151, 154, 163, 207, 238, 281, 320]",42,15134,0.5163385725352947,0.76226748127441,0.5989562841188841,0.673894233712422,0.7185670271695569,0.87307930984213,0,0,0
"[13, 22, 36, 53, 61, 65, 73, 74, 75, 88]",139,15037,0.8724323615397713,0.7605622254039621,0.7292377043233457,0.6731733361731624,0.9340408778740743,0.8721021874780284,true,true,true
"[10, 13, 22, 23, 25, 36, 49, 52, 60, 61]",105,15071,0.8859548965723971,0.7607203913153276,0.7011203535518802,0.6734957109557324,0.9412517710859285,0.8721928636003207,true,true,true
"[2, 3, 11, 13, 36, 37, 38, 43, 54, 56]",83,15093,0.8639645925741983,0.7610238667242925,0.721520708156891,0.6734237910395393,0.9294969567320801,0.8723668189037754,true,true,true
"[3, 9, 10, 13, 20, 22, 65, 67, 69, 73]",144,15032,1.1926183681904594,0.7574577725275399,0.8307781337933062,0.672181974831729,1.092070679118554,0.8703204998892878,true,true,true
"[2, 8, 11, 14, 26, 32, 33, 34, 36, 37]",117,15059,0.8038136501081874,0.7612587877409355,0.7161537671424059,0.6733568966187081,0.8965565515393814,0.8725014542915877,true,true,true
"[5, 9, 12, 13, 14, 20, 22, 25, 26, 30]",85,15091,0.9150662384962409,0.7607223942337303,0.70672366349571,0.6735007610853923,0.9565909462754918,0.8721940118079982,true,true,true
"[3, 14, 26, 35, 36, 37, 40, 43, 44, 46]",95,15081,0.873908015222113,0.7608793196875078,0.7531828197184018,0.6731860704902554,0.9348304740551161,0.8722839673452149,true,true,true
"[3, 12, 13, 20, 35, 44, 55, 85, 101, 143]",89,15087,1.0432001206821713,0.7599255962691517,0.792552175187809,0.672985640176647,1.021371685862777,0.8717371141973661,true,true,true
"[138, 158, 207, 245, 253, 320, 499, 508, 545, 518]",37,15139,0.8750778171537225,0.7613094922001926,0.6777429777195707,0.6736769275884248,0.9354559407870167,0.872530510756038,true,true,true
"[3, 12, 13, 30, 31, 36, 40, 48, 75, 85]",85,15091,1.0222137563318454,0.7601188862477767,0.8279537464499175,0.6728179331050657,1.0110458725161018,0.871847971981226,true,true,true
"[13, 20, 25, 27, 30, 31, 34, 36, 49, 60]",107,15069,0.7895910464464323,0.761388017763862,0.6858271545663642,0.6736006364986521,0.8885893576036302,0.8725755083451873,true,true,true
"[5, 16, 24, 31, 37, 44, 47, 54, 71, 72]",102,15074,0.6170649497929679,0.762564790816938,0.614800599285785,0.674085301566249,0.785534817683448,0.8732495581544476,0,0,0
"[10, 20, 22, 44, 48, 49, 65, 67, 70, 73]",155,15021,1.053263470199643,0.7585770883278383,0.7801904950184128,0.6725878417022126,1.0262862515885336,0.8709633105520797,true,true,true
"[6, 8, 9, 12, 14, 27, 31, 32, 36, 37]",135,15041,0.6747712361303213,0.7623660770411416,0.6670186216719419,0.6737466912446698,0.8214446032023835,0.8731357723980513,0,0,0
"[5, 8, 9, 13, 14, 16, 17, 21, 24, 29]",158,15018,0.6295119039067342,0.7629763883896752,0.5803708693762702,0.6746685909958275,0.7934178621046631,0.8734851964341899,0,0,0
"[92, 138, 146, 158, 163, 245, 250, 253, 278, 281]",40,15136,0.9387592049810998,0.7611186517874049,0.7641611053219943,0.6734477439696028,0.9688958690081715,0.8724211435925914,true,true,true
